ltable_item_name,rtable_item_name,label,TS code similarity,Python code Similarity
OSTEOCARE LIQUID 200ML,Vitabiotics Osteocare Siro Ngua Loang Xuong 200Ml,1,0.3934426229508196,0.38235294117647056
Serum dưỡng da (30ML Serum GC + 2.5% Pep Boost),Vitabiotics Osteocare Siro Ngua Loang Xuong 200Ml,0,0.1891891891891892,0.1411764705882353
P/S KDR NGUA SAU RANG V.TROI Y23 36X230G,Vitabiotics Osteocare Ngua Loang Xuong (Hop 30V),0,0.1739130434782608,0.18604651162790697
(PO000304979),Vitabiotics Osteocare Ngua Loang Xuong (Hop 30V),0,0.0408163265306122,0.0
PO000281727,Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.0,0.0
VOLTAREN SUPPO 100MG 1x5 SUPPO/BOX,Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.1290322580645161,0.05714285714285714
Bao cao su Pharmacity Easy Fit hộp 10 cái (PO000306174),Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.1298701298701298,0.06593406593406594
Theo đơn hàng số PO000281972,Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.0350877192982456,0.0
PRADAXA 150MG CAPS. B/30,Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.0384615384615384,0.03225806451612903
METFORMIN STELLA 850mg(H/60v)-VN,Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.0677966101694915,0.05555555555555555
BIVITANPO 100 (hộp/ 30 viên)   ,Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.4444444444444444,0.40625
Mixtard 30 FlexPen 300IU/3ml B/5(France),Vitabiotics Feroglobin Bo Mau (Hop 30Vien),0,0.0923076923076923,0.0759493670886076
FEROGLOBIN B12 CAPSULES (H/30 VIEN),Vitabiotics Feroglobin Bo Mau (Hop 30Vien),1,0.4918032786885246,0.4657534246575342
LIVACT GRANULES BOX OF 84 SACHET,Vitabiotics Perfectil Ho Tro Da Toc Mong (Hop 30V),0,0.0307692307692307,0.0
BVS Diana HN Kháng Khuẩn 08 - 2304,Vitabiotics Perfectil Ho Tro Da Toc Mong (Hop 30V),0,0.0625,0.02631578947368421
THC04 - Siro Ho Cảm Ích nhi (5ml),Vitabiotics Perfectil Ho Tro Da Toc Mong (Hop 30V),0,0.1311475409836065,0.07792207792207792
Kem nghệ & Vitamin Thái Dương (Hộp 1 tube x 20g),Vitabiotics Perfectil Ho Tro Da Toc Mong (Hop 30V),0,0.2191780821917808,0.17582417582417584
Nitromint  (Hộp/1 lọ 10g),Vitabiotics Perfectil Ho Tro Da Toc Mong (Hop 30V),0,0.1785714285714285,0.11594202898550725
ALECENSA CAP 150MG 224 'S,Vitabiotics Perfectil Ho Tro Da Toc Mong (Hop 30V),0,0.0344827586206896,0.0
Nước uống Pororo hương vị sữa,Cung Dinh Dau Tram Silver 15ml,0,0.0851063829787234,0.038461538461538464
Dầu tràm Cung Đình_Silver 15ml,Cung Dinh Dau Tram Silver 15ml,1,0.8979591836734694,0.896551724137931
JARDIANCE 10MG B/30,Cung Dinh Dau Tram Silver 15ml,0,0.0512820512820512,0.0
Sữa tắm Feliz- Rose scent (Body wash) (1lít),Cung Dinh Dau Tram Silver 15ml,0,0.0363636363636363,0.028985507246376812
DUREX- BCS INVISIBLE EXTRA THIN/SENS 3S,Cung Dinh Dau Tram Silver 15ml,0,0.1454545454545454,0.030303030303030304
STREPSILS ORANGE VITAMIN C 50X2S (NEW),PMC Tam Bong Tre Em (Hop/200 que),0,0.1886792452830188,0.058823529411764705
Tăm bông VST Trẻ em Hộp 200  que nhựa,PMC Tam Bong Tre Em (Hop/200 que),1,0.76,0.78125
CP61031419 - 828393 - KDR COL THIÊN NHIÊN MUỐI HIMALAYAN 180G X 48,PMC Tam Bong Tre Em (Hop/200 que),0,0.0,0.0
Kem rửa mặt tác động sâu (Oxy Deep Wash) 100g - 8935006531956 (BARCODE),PMC Tam Bong Tre Em (Hop/200 que),0,0.1842105263157894,0.10526315789473684
Theo đơn hàng số PO000309105,PMC Tam Bong Tre Em (Hop/200 que),0,0.1739130434782608,0.03508771929824561
MEPRAZ 20MG BL7x4CAP_NEW,PMC Tam Bong Tre Em (Hop/200 que),0,0.0454545454545454,0.03508771929824561
ACEMUC Kids 200mg 1g_SC30_VN,PMC Tam Bong Tre Em (Hop/200 que),0,0.1276595744680851,0.1016949152542373
TRAJENTA DUO. FICTA/ 14/2.5+500MG BTL,PMC Tam Bong Tre Em (Hop/200 que),0,0.16,0.031746031746031744
CP61013109 - 000192 - BCDR COL SLIMSOFT CH CHARCOAL TWIN _VN X72,PMC Tam Bong Than Giay Hop 200 cay,0,0.0526315789473684,0.0
LIPITOR TAB 10MG 3X10'S,PMC Tam Bong Than Giay Hop 200 cay,0,0.0454545454545454,0.037037037037037035
(PO000307121),PMC Tam Bong Than Giay Hop 200 cay,0,0.0555555555555555,0.0
TRAJENTA DUO. FICTA/ 14/2.5+500MG BTL,PMC Tam Bong Than Giay Hop 200 cay,0,0.1132075471698113,0.03076923076923077
DUREX GEL MASSAGE ALOE 200ML,PMC Tam Bong Than Giay Hop 200 cay,0,0.0816326530612244,0.1016949152542373
ACNOTIN 20;20MG,LADOPHAR Cao ong Actiso Ladoactiso Ho Tro Bao Ve Gan Va Giai Doc Gan (Hop 10 ong),0,0.081081081081081,0.0
BILAXTEN TAB 20MG 10'S,LADOPHAR Cao ong Actiso Ladoactiso Ho Tro Bao Ve Gan Va Giai Doc Gan (Hop 10 ong),0,0.050632911392405,0.047619047619047616
Sữa Chua Sấy Khô Nguyên Vị 20g,LADOPHAR Cao ong Actiso Ladoactiso Ho Tro Bao Ve Gan Va Giai Doc Gan (Hop 10 ong),0,0.1176470588235294,0.04395604395604396
LADO ACTISO CAO ONG ACTISO (HOP 10 ONG X 10ML) TH/40 71.ZZZ.0.00.PT,LADOPHAR Cao ong Actiso Ladoactiso Ho Tro Bao Ve Gan Va Giai Doc Gan (Hop 10 ong),1,0.5272727272727272,0.41379310344827586
SERETIDE EVOHALER DC  25/250MCG 120D,LADOPHAR Cao ong Actiso Ladoactiso Ho Tro Bao Ve Gan Va Giai Doc Gan (Hop 10 ong),0,0.1098901098901098,0.0
Mặt nạ M.pros - Nha đam (Hình chai),LADOPHAR Cao ong Actiso Ladoactiso Ho Tro Bao Ve Gan Va Giai Doc Gan (Hop 10 ong),0,0.1176470588235294,0.021505376344086023
EXFORGE HCT 5MG/160MG/12.5MG 4X7,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0,0.0
DAFLON 1000MG TAB 3X10'S,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0,0.03225806451612903
VIAGRA TABS 100MG 4'S,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0,0.0
Procumin-E Viên nghệ ( 3 vỉ x 10 viên),Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0655737704918032,0.05970149253731343
Apidra Solostar 300IU/3ml 5's VN,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0333333333333333,0.02857142857142857
4547691239082 - Bao Cao Su Okamoto Vanilla 3's,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,1,0.5633802816901409,0.6075949367088608
COAPROVEL 150/12.5MG TAB B/2BLS X 14 VN,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0,0.0
(PO000278808-1),Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0,0.0
"Urgo Waterproof, 10 miếng",Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0,0.0
Chiết khấu thương mại Tháng 11/2023 theo Hợp đồng số 3012/CH-PHARMACITY/2022 ngày 30/12/2022 và Phụ lục hợp đồng số PL02/CH-PHARMACITY/2022 ngày 01/07/2023,Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.0254777070063694,0.014285714285714285
"3MXF600121594 - 429130 - KHẨU TRANG TIÊU CHUẨN KN95 3M 9513 TRẮNG, GÓI 1 CÁI",Okamoto Bao Cao Su Skinless Skin Vanilla 3c,0,0.043010752688172,0.038461538461538464
PO000311331,OKAMOTO 0.01 ZERO ONE BCS Sieu Mong (Hop 4 Cai),0,0.0909090909090909,0.037037037037037035
Canvey,OKAMOTO 0.01 ZERO ONE BCS Sieu Mong (Hop 4 Cai),0,0.0512820512820512,0.0
4547691783776 - Bao Cao Su Okamoto 0.01 HYDRO POLYURETHANE 4'S,OKAMOTO 0.01 ZERO ONE BCS Sieu Mong (Hop 4 Cai),1,0.3132530120481928,0.297029702970297
Cravit 25mg/5ml B/1,OKAMOTO 0.01 ZERO ONE BCS Sieu Mong (Hop 4 Cai),0,0.0,0.0
Lăn giúp khử mùi và chống mùi cơ thể 15ml.Hiệu ETIAXIL (DETRANSPIRANT Traitement transpiration excessive Aisselles Peaux sensibles),OKAMOTO 0.01 ZERO ONE BCS Sieu Mong (Hop 4 Cai),0,0.1666666666666666,0.0641025641025641
BÔNG Y TẾ 25 GRAM,Okamoto Bao Cao Su Platinum 0.03 3c,0,0.0512820512820512,0.0
SERETIDE ACCUHALER 50/500MCG 1 x 60 DOSE,Okamoto Bao Cao Su Platinum 0.03 3c,0,0.1016949152542373,0.0
4547691439628 - Bao Cao Su Okamoto 0.03 Platinum 3's,Okamoto Bao Cao Su Platinum 0.03 3c,1,0.6567164179104478,0.7
"Tazoretin gel 0.3%  ( SL: 021222, HD: 20/12/2025)",Okamoto Bao Cao Su Platinum 0.03 3c,0,0.1034482758620689,0.08333333333333333
JARDIANCE DUO 12.5MG/850MG TABS30,Okamoto Bao Cao Su Platinum 0.03 3c,0,0.0,0.0
GLUCOVANCE 500MG/5MG TAB 30'S,Okamoto Bao Cao Su Platinum 0.03 3c,0,0.04,0.0
KEO CHOCOLATE M&M's MILK 37G,Okamoto Bao Cao Su Platinum 0.03 3c,0,0.125,0.06779661016949153
DOXYCYCLIN 100mg VNA H/10vỉx10viên -00323-140726-DMC 0 (Khuyến mãi không thanh toán),Okamoto Bao Cao Su Platinum 0.03 3c,0,0.0851063829787234,0.01818181818181818
Kinohimitsu Stem Cell Drink (16 Chai),Okamoto Bao Cao Su Crown 3c,0,0.04,0.03389830508474576
Kem nhau cừu Rebirth dưỡng trắng và giảm nếp nhăn 100 ml (RB02),Okamoto Bao Cao Su Crown 3c,0,0.0579710144927536,0.024390243902439025
Sua tam goi toan than Aveeno Baby 236ml,Okamoto Bao Cao Su Crown 3c,0,0.1923076923076923,0.06451612903225806
"Nucos Diabetes 30 viên/hộp (Lot: 15938, EXP: 16/08/2025)",Okamoto Bao Cao Su Crown 3c,0,0.0983606557377049,0.0
4970520262027 - Bao Cao Su Okamoto Crown 3's,Okamoto Bao Cao Su Crown 3c,1,0.6545454545454545,0.7096774193548387
VITPP,Okamoto Bao Cao Su Crown 3c,0,0.0,0.0
Kẹo the không đường hương bánh cookie dâu Playmore hũ 22g,Okamoto Bao Cao Su Crown 3c,0,0.1194029850746268,0.02666666666666667
FENOSTAD 200 (H/30v)-VN,Okamoto Bao Cao Su Crown 3c,0,0.054054054054054,0.0
JARDIANCE DUO 12.5MG/850MG TABS30,Okamoto Bao Cao Su Crown 3c,0,0.0,0.0
Viên sủi Kudos Daily Vitamins Plus Biotin & Ginseng (Tuýp/ 20 viên),Okamoto Bao Cao Su Crown 3c,0,0.1111111111111111,0.024691358024691357
PO000277778,Okamoto Bao Cao Su Skinless Skin Purity 3c,0,0.0,0.0
4547691239099 - Bao Cao Su Okamoto Vanilla 10's,Okamoto Bao Cao Su Skinless Skin Purity 3c,0,0.3661971830985915,0.379746835443038
4547691239129 - Bao Cao Su Okamoto Purity 3's,Okamoto Bao Cao Su Skinless Skin Purity 3c,1,0.5507246376811594,0.6052631578947368
Dạ hương Pharma Moisturizing 120ml - Dưỡng ẩm,Okamoto Bao Cao Su Skinless Skin Purity 3c,0,0.1428571428571428,0.02666666666666667
ST GOI TOAN THAN JOHNSON MEM MIN 500ML_F,Okamoto Bao Cao Su Skinless Skin Purity 3c,0,0.0909090909090909,0.02666666666666667
LIXIANA TAB 60MG 2X14'S,Okamoto Bao Cao Su Skinless Skin Purity 3c,0,0.0,0.0
TIFFY SIRÔ 1x30 CC,Okamoto Bao Cao Su Skinless Skin Purity 3c,0,0.0,0.0
PO000309176,Okamoto Bao Cao Su Skinless Skin Strawberry 3c,0,0.0,0.0
DOROCRON MR 30mg VNE H/2vỉx30viên -00723-050526-DMC 1 (Khuyến mãi không thanh toán),Okamoto Bao Cao Su Skinless Skin Strawberry 3c,0,0.0388349514563106,0.0
Procumin-E Viên nghệ ( 3 vỉ x 10 viên),Okamoto Bao Cao Su Skinless Skin Strawberry 3c,0,0.0625,0.05714285714285714
4547691239105 - Bao Cao Su Okamoto Strawberry 3's,Okamoto Bao Cao Su Skinless Skin Strawberry 3c,1,0.5974025974025974,0.6428571428571429
GYNAPAX,Okamoto Bao Cao Su Skinless Skin Strawberry 3c,0,0.0,0.0
BACTAMOX 1g VNB  H/14,Okamoto Bao Cao Su Skinless Skin Strawberry 3c,0,0.1132075471698113,0.03333333333333333
Dầu gội  Thorakao  Hoa Bưởi  NEW 400 ml,Okamoto Bao Cao Su Skinless Skin Strawberry 3c,0,0.1212121212121212,0.02702702702702703
BIO-OIL SKINCARE OIL;,Bio Oil Tinh Dau Giam Ran Da Va Duong Mo Seo Chai 60ml,1,0.2456140350877192,0.17647058823529413
CAO ÍCH MẪU 180ml,Bio Oil Tinh Dau Giam Ran Da Va Duong Mo Seo Chai 60ml,0,0.1851851851851851,0.08823529411764706
"Bilomag 80mg (SĐK: VN-19716-16, hộp 6 vỉ x 10 viên) - PO000310277",Bio Oil Tinh Dau Giam Ran Da Va Duong Mo Seo Chai 60ml,0,0.0689655172413793,0.01818181818181818
"THUOC BOI TRI NGUA, VIEM DA VA VET CON TRUNG CAN (REMOS IB) 10 G",Janumet 50mg/850mg ( 4Vi x 7Vien),0,0.1142857142857142,0.07142857142857142
4547691239129 - Bao Cao Su Okamoto Purity 3's,Janumet 50mg/850mg ( 4Vi x 7Vien),0,0.0,0.0
"Phun sương xua muỗi Soffell 130 SL Mosquito Repellent, Orange Peel 80ml",Janumet 50mg/850mg ( 4Vi x 7Vien),0,0.073170731707317,0.020833333333333332
CLOSE UP KDR TINH THE BANG TUYET 36X230G,Janumet 50mg/850mg ( 4Vi x 7Vien),0,0.0714285714285714,0.057971014492753624
Bình rửa mũi xoang Ích Nhân (Bình + Lọ 30 viên muối 2.25g); Số lô: Lô 032023; HSD: 31/12/2027,Janumet 50mg/500mg ( 4Vi x 7Vien),0,0.1136363636363636,0.09803921568627451
(PO000311072),Janumet 50mg/500mg ( 4Vi x 7Vien),0,0.0588235294117647,0.0
CP61031419 - 828393 - KDR COL THIÊN NHIÊN MUỐI HIMALAYAN 180G X 48,Janumet 50mg/500mg ( 4Vi x 7Vien),0,0.08,0.06896551724137931
"GẠC Y TẾ 5CMX6,5CMX12LỚP (TT)",Janumet 50mg/500mg ( 4Vi x 7Vien),0,0.0,0.0
ALECENSA CAP 150MG 224 'S,Janumet 50mg/500mg ( 4Vi x 7Vien),0,0.1860465116279069,0.1568627450980392
LANTUS 100UI/ml 1 vial of 10ml 3Y VN,Janumet 50mg/1000mg (4Vi x 7Vien),0,0.1923076923076923,0.15625
BVS Sofy Skin C.f Organic W 23cm 08-2004,Janumet 50mg/1000mg (4Vi x 7Vien),0,0.0727272727272727,0.0
Bàn chải vệ sinh lưỡi BF (bằng nhựa),Janumet 50mg/1000mg (4Vi x 7Vien),0,0.0392156862745098,0.0
"WELSON BEAUTY COLLAGEN WATER BOOST (Lot: HG023003, EXP: 13/10/2025)",Janumet 50mg/1000mg (4Vi x 7Vien),0,0.0789473684210526,0.043478260869565216
Kem rửa mặt ngăn ngừa mụn (Acnes Creamy Wash) 100 g - 8935006530966 (BARCODE),Janumet 50mg/1000mg (4Vi x 7Vien),0,0.1204819277108433,0.061855670103092786
ORACORTIA 1x5 GM,Elthon Tab 50mg(2vix10vien),0,0.0,0.0
BCDR SENSODYNE SENSTIVTYGUM SOFT 1X1,Elthon Tab 50mg(2vix10vien),0,0.0754716981132075,0.03278688524590164
(PO000307393),Elthon Tab 50mg(2vix10vien),0,0.0,0.0
NEBILET TAB 5MG 14'S,Estraceptin (1vix28vien),0,0.0,0.0
ESTRACEPTIN 0.15MG TABLETS 28'S,Estraceptin (1vix28vien),1,0.4888888888888889,0.4528301886792453
"Phun sương xua muỗi Soffell 130 SL Mosquito Repellent, Orange Peel 80ml",Estraceptin (1vix28vien),0,0.0769230769230769,0.0
Dung Dịch Xịt Họng Nhất Nhất - Hộp x 1 chai x 20 ml,Estraceptin (1vix28vien),0,0.0714285714285714,0.06451612903225806
CONCOR TAB 5MG 3X10'S,Estraceptin (1vix28vien),0,0.0,0.0
ESTRACEPTIN 0.15MG TABLETS 28'S,Estraceptin (1vix28vien),0,0.4888888888888889,0.4528301886792453
Lopassi vỉ (100 viên/h)                                                                             Lô SX: 22808; HSD: 13/11/2024,Estraceptin (1vix28vien),0,0.2142857142857142,0.14705882352941177
Viên sủi Kudos Daily Vitamins Plus Biotin & Ginseng (Tuýp/ 20 viên),Estraceptin (1vix28vien),0,0.1690140845070422,0.1518987341772152
POVIDONE,Coxileb 200 Glomed (3vix10vien),0,0.0625,0.0
ZINNAT TAB 500MG 10'S,Coxileb 200 Glomed (3vix10vien),0,0.0975609756097561,0.12
PO000306003,Coxileb 200 Glomed (3vix10vien),0,0.0571428571428571,0.0
M9054421 EFFACLAR GEL 200ML,Coxileb 200 Glomed (3vix10vien),0,0.0833333333333333,0.10526315789473684
Tăm bông VST Gói 40 que nhựa,Coxileb 200 Glomed (3vix10vien),0,0.0434782608695652,0.0
ORACORTIA 1x5 GM,Creon 25000 (2vi x 10vien),0,0.0,0.05
CREON 25000 300MG CAPSULES 2X10'S,Creon 25000 (2vi x 10vien),1,0.4782608695652174,0.5263157894736842
Lô: PHA09112301   HD: 10/2028,Creon 25000 (2vi x 10vien),0,0.1025641025641025,0.125
BVS Diana SENSI Cool Fresh SMCánh08-2212,Creon 25000 (2vi x 10vien),0,0.0769230769230769,0.0
DIAMICRON MR TAB 30MG 60'S,Creon 25000 (2vi x 10vien),0,0.1025641025641025,0.04081632653061224
VALIERA 2MG TABLETS 1X30'S,Valiera 2mg (1Vi x 30Vien),1,0.55,0.6153846153846154
84155 SNM NGOC TRAI DEP QUYEN RU 50ML,Valiera 2mg (1Vi x 30Vien),0,0.0833333333333333,0.03278688524590164
"RHINEX 0,05%  (Lốc 10 chai 15ml)",Valiera 2mg (1Vi x 30Vien),0,0.0,0.0
Thực phẩm bảo vệ sức khoẻ Eden BioCare Wild Salmon Oil Omega 3 1000mg Dau Ca Hoi Vi Chanh (Hop 180 vien),Valiera 2mg (1Vi x 30Vien),0,0.1414141414141414,0.13008130081300814
MEDROL TAB 4MG 30'S,Valiera 2mg (1Vi x 30Vien),0,0.1212121212121212,0.18604651162790697
DIFLUCAN CAP 150MG 1'S,Valiera 2mg (1Vi x 30Vien),0,0.1111111111111111,0.17391304347826086
Tezkin (tuýp 10g),Valiera 2mg (1Vi x 30Vien),0,0.0,0.0
ACEMUC 200 CAP_BL3X10_VN, Sagami Miracle fit Bao cao Su (Hop 5 Cai),0,0.0784313725490196,0.03278688524590164
PO000306074, Sagami Miracle fit Bao cao Su (Hop 5 Cai),0,0.0,0.0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Milk Calcium 200mL, Sagami Miracle fit Bao cao Su (Hop 5 Cai),0,0.188235294117647,0.1188118811881188
Bao cao su Sagami Miracle 5s, Sagami Miracle fit Bao cao Su (Hop 5 Cai),1,0.7307692307692307,0.7096774193548387
"Kem nghệ & Vitamin Thái Dương (Hộp 1 tube x 20g, Kẹp 02 gói hoa sen 5ml)", Sagami Miracle fit Bao cao Su (Hop 5 Cai),0,0.1481481481481481,0.11650485436893204
Ginkor Fort, Sagami Miracle fit Bao cao Su (Hop 5 Cai),0,0.0,0.0
PO000307179, Sagami Miracle fit Bao cao Su (Hop 5 Cai),0,0.0,0.0
Lô: PHA12102301   HD: 09/2028,Cataflam 50mg(1vix10vien),0,0.048780487804878,0.0
Thuốc ho viên ngậm bổ phế Nam Hà ( Hộp x 2 vỉ x 12 viên) - Hàng KM không thu tiền,Cataflam 50mg(1vix10vien),0,0.1818181818181818,0.13636363636363635
Theo đơn hàng số PO000280704,Aerius Tab 5mg(1Vi x  10 vien),0,0.0,0.0
Dầu tràm Cung Đình_Silver 15ml,Aerius Tab 5mg(1Vi x  10 vien),0,0.0869565217391304,0.03508771929824561
"Thực phẩm bảo vệ sức khỏe CALCIUM & MAGNESIUM + VITAMIN D3 & K2, ZINC BONE HEALTH (60 VIÊN)",Aerius Tab 5mg(1Vi x  10 vien),0,0.160919540229885,0.09345794392523364
PEARL COLLAGEN ESSENCE MASK 23g,Aerius Tab 5mg(1Vi x  10 vien),0,0.0425531914893617,0.034482758620689655
Viên ngậm Viacol (Hộp/20 viên),Cataflam 25mgTab (1vix10Vien),0,0.2608695652173913,0.23076923076923078
Nhiệt kế điên tử Pharmacity dùng trong y tế (PO000305158),Cataflam 25mgTab (1vix10Vien),0,0.0869565217391304,0.04819277108433735
Kẹo Ngậm Pulmoll Cherry  Cerise sugar free 45g + Vitamin C,Cataflam 25mgTab (1vix10Vien),0,0.0869565217391304,0.04819277108433735
PRILIGY TAB 30MG 1x3'S,Cataflam 25mgTab (1vix10Vien),0,0.1463414634146341,0.15384615384615385
PregnaVie Complete (viên nang),Cataflam 25mgTab (1vix10Vien),0,0.1666666666666666,0.14545454545454545
Tezkin (tuýp 10g),Cataflam 25mgTab (1vix10Vien),0,0.0555555555555555,0.09090909090909091
"IMEXOFEN 60 VNB V/10, H/30",Cataflam 25mgTab (1vix10Vien),0,0.1428571428571428,0.15384615384615385
MAGNE B6 CORBIERE (FCT) BOX 5BLX10 (SVN),Cataflam 25mgTab (1vix10Vien),0,0.1132075471698113,0.08955223880597014
MB497800 CICAPLAST CREAM B5+ 40ML,Tobradex drop 5ml,0,0.048780487804878,0.08163265306122448
JARDIANCE DUO 12.5MG/850MG TABS30,Tobradex drop 5ml,0,0.048780487804878,0.08333333333333333
GLUCOVANCE 500MG/5MG TAB 30'S,Tobradex drop 5ml,0,0.054054054054054,0.09302325581395349
MAGNE B6 CORBIERE (FCT) BOX 5BLX10 (SVN),Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.125,0.1038961038961039
VOLTAREN EMULGEL 20G 1’S,Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.2592592592592592,0.25806451612903225
4547691239105 - Bao Cao Su Okamoto Strawberry 3's,Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.054054054054054,0.024390243902439025
PO000307358,Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.0888888888888888,0.04081632653061224
VOLTAREN SUPPO 100MG 1x5 SUPPO/BOX,Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),1,0.5396825396825397,0.6376811594202898
FEROGLOBIN B12 CAPSULES (H/30 VIEN) - UNITED KINGDOM,Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.1333333333333333,0.11494252873563218
"BACTAMOX 625 TC, H/12G",Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.0392156862745098,0.0
DIAMICRON MR TAB 60MG 30'S,Voltaren 100mg Suppo. B/5 (vien dat)(1vix5vien),0,0.109090909090909,0.09375
LIVOLIN FORTE;,Cozaar 50mg Tab (2vi x 14vien),0,0.0,0.0
AXE DEO BS BLACK 12X135ML,Cozaar 50mg Tab (2vi x 14vien),0,0.0476190476190476,0.07272727272727272
BVS Diana HN Kháng Khuẩn 20 - 2304,Cozaar 50mg Tab (2vi x 14vien),0,0.0,0.0
CYCLO PROGYNOVA TAB 2MG 21'S,Cozaar 50mg Tab (2vi x 14vien),0,0.1818181818181818,0.25
Nước súc miệng DL Ngọc Châu 350ml,Cozaar 50mg Tab (2vi x 14vien),0,0.1666666666666666,0.1
Nước Oxy già VP 3% (60ml),Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.0,0.0
PMC Khau Trang Soft-fit (Tui 5 cai)- White,Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.1333333333333333,0.10666666666666667
Silybean Comp,Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.048780487804878,0.041666666666666664
4547691239082 - Bao Cao Su Okamoto Vanilla 3's,Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.1818181818181818,0.05128205128205128
Subạc (tuýp 25g),Su Bac Gel Lam Sach Da & Khang Khuan 25gr,1,0.2926829268292683,0.19607843137254902
"Dầu gội dược liệu Thái Dương 7 (Chai 200ml, Hoa Bưởi Tây)",Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.1111111111111111,0.023529411764705882
Becacold E (Hộp 05 vỉ x 20 viên),Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.0384615384615384,0.0
Khẩu trang 4D PMC Trắng (Hộp 10 cái),Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.1785714285714285,0.09090909090909091
ESTRACEPTIN 0.15MG TABLETS 28'S,Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.0363636363636363,0.0
ALECENSA CAP 150MG 224 'S,Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.0816326530612244,0.0
Thực phẩm bảo vệ sức khỏe Brauer Baby & Kids Liquid Zinc 200mL,Su Bac Gel Lam Sach Da & Khang Khuan 25gr,0,0.1538461538461538,0.06382978723404255
ZINNAT TAB 500MG 10'S,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0,0.25,0.16326530612244897
Lazibet MR 60 H/30,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0,0.054054054054054,0.044444444444444446
CREON 25000 300MG CAPSULES 2X10'S,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0,0.196078431372549,0.22580645161290322
Mixtard 30 1000IU/10ml B/1 (France),Mixtard 30 100Iu/Ml X 10ML (R) Inj,1,0.64,0.6451612903225806
Aescin 20mg,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0,0.1212121212121212,0.05128205128205128
MYDOCALM 150MG T/216H/3vỉ/10Viên,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0,0.08,0.0967741935483871
Xuất hàng theo PO000306195,Mixtard 30 100Iu/Ml X 10ML (R) Inj,0,0.0869565217391304,0.0
PO000307075,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0,0.0454545454545454,0.0
PO000311638,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0,0.0454545454545454,0.0
"TIGER BALM RED 19,4G;",Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0,0.0,0.0
Varogel,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0,0.05,0.0
CALCIUM CORBIERE EXTRA 3SUPx10 10ML VN,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0,0.1818181818181818,0.10256410256410256
VALIERA 2MG TABLETS 1X30'S,Insulatard FlexPen 100IU/ml (5But x 3ml) Inj,0,0.1454545454545454,0.058823529411764705
LIVOLIN FORTE;,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.0476190476190476,0.0
TADALAFIL STELLA 5MG (Hộp 30 viên),Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0,0.1052631578947368,0.1095890410958904
